,date,text,sentiment
260,2023/12/13 20:02,"The new project may eventually allow users to restore their accounts using a simple fingerprint or facial scan, developers stated.","{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.27}"
261,2023/12/13 20:00,NFT platform Enjin migrated 200 million NFTs from Ethereum and a sidechain to its blockchain network.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
262,2023/12/13 19:57,"Despite the recent COIN sales, the stock still makes up a substantial percentage of the firmâs holdings.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.33}"
263,2023/12/13 18:38,"Worldcoin has introduced an updated version of its World ID feature, known as âWorld ID 2.0.â?,Worldcoin Unveils Integrations With Minecraft","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
264,2023/12/13 18:31,The NFT arm of messaging app LINE has raised $140 million in investment to âpopularize the Web3 ecosystem.â?Messaging App LINE Secures $140 Million for Expansion of NFT Platform,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
265,2023/12/13 18:24,"Bitcoin and altcoins are trying to find support at lower levels, indicating that the sentiment remains positive, and that traders are buying the dips.","{'class': 'positive', 'polarity': 0.23, 'subjectivity': 0.55}"
266,2023/12/13 18:20,"The United States Securities and Exchange Commission (SEC) has finally served Helsinki-based cryptocurrency developer Richard Heart with a lawsuit filed in July, according to a new court document.","{'class': 'positive', 'polarity': 0.01, 'subjectivity': 0.68}"
267,2023/12/13 18:17,Memecoins are a gamble â\xa0and they're almost always scams. What motivates crypto buyers to continue losing their money for bad reasons?,"{'class': 'negative', 'polarity': -0.7, 'subjectivity': 0.67}"
268,2023/12/13 18:17,Bitcoin's yearly high at $44.5k catalyzed the third most substantial decline of 2023 in the crypto's value.,"{'class': 'positive', 'polarity': 0.22, 'subjectivity': 0.35}"
269,2023/12/13 18:07,"Itâs not just crypto: old-fashioned banknotes have a noticeable energy footprint worth reducing, according to the European Central Bank (ECB).\r\n\r\nIn a newly published report, the central bank outlined how the elaborate physical infrastructure used to support eurozone cash can affect the...","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.31}"
270,2023/12/13 18:00,Both in-game Checkmate token rewards and NFT gameplay modes will be disabled.,"{'class': 'negative', 'polarity': -0.2, 'subjectivity': 0.3}"
271,2023/12/13 17:30,The amount allocated is down from a budget of $40 million in 2023.,"{'class': 'negative', 'polarity': -0.16, 'subjectivity': 0.29}"
272,2023/12/13 17:08,"The new digital wallet is compatible with the World Wide Web Consortium (W3C), an international standards organization for the World Wide Web.","{'class': 'negative', 'polarity': -0.01, 'subjectivity': 0.25}"
273,2023/12/13 17:00,"From Legacy Transfer to and advanced Web3 Firewall, this self-custodial wallet makes crypto ownership more convenient and secure.","{'class': 'positive', 'polarity': 0.43, 'subjectivity': 0.57}"
274,2023/12/13 17:00,"The Iota Foundation wants to capitalize on institutional demand for real-world assets tokenization, which reached $342 billion in September, according to VanEck data.","{'class': 'positive', 'polarity': 0.2, 'subjectivity': 0.1}"
275,2023/12/13 16:31,The Coinbase launch enables institutional international investors to engage in trading Bitcoin and Ether against the USDC stablecoin.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
276,2023/12/13 16:13,Wikipedia co-founder Jimmy Wales criticized Bitcoin (BTC) on the asset losses when users forget their wallet passwords against the reality of centralized finance sparking wide controversy among crypto enthusiasts.,"{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.4}"
277,2023/12/13 16:08,"US companies that hold crypto will be required to record their tokens at the most up-to-date or âfair valueâ? according to the first set of crypto accounting rules issued by the US Financial Accounting Standards Board (FASB), and crypto prices are pushing higher as a result.","{'class': 'positive', 'polarity': 0.34, 'subjectivity': 0.45}"
278,2023/12/13 15:00,Coti will look to provide privacy-focused functionality to the Ethereum ecosystem as a new layer-2 protocol.,"{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.45}"
279,2023/12/13 15:00,The launch of COTIâs new protocol is driven by the lack of privacy and confidentiality on all layers of the public blockchain.,"{'class': 'positive', 'polarity': 0.07, 'subjectivity': 0.26}"
280,2023/12/13 14:19,Bitcoin traders eye BTC price levels of interest as U.S. PPI preserves declining inflation narrative ahead of Fed rates decision.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
281,2023/12/13 14:10,"Despite Bitcoin trading below its 2023 high and struggling to stay above the $41,000 mark, derivatives data suggests traders remain optimistic.","{'class': 'positive', 'polarity': 0.08, 'subjectivity': 0.32}"
282,2023/12/13 14:03,"The top 20 SATS holders collectively hold tokens valued at $150.8 million, constituting almost 16% of the total token supply.","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.62}"
283,2023/12/13 14:00,"Today in crypto: Sam Bankman-Fried's lawyer said his client is 'the worst person' he's ever seen do a cross-examination, Bitfinex analysts commented on the potential impact of the US Fed's rate hike pause, and more news!","{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.83}"
284,2023/12/13 13:45,Crypto exchange liquidity hinges on market depth and incentivized trading to ensure robust and stable trading environments.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
285,2023/12/13 13:38,Three Arrows Capitalâs (3AC) co-founder Su Zhu was probed in a Singapore court for the first time about the companyâs collapse as prosecutors intensified efforts to recover funds belonging to creditors.,"{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.33}"
286,2023/12/13 13:24,"The DAO-centric event took place in Athens, Greece over two days and focused on everything from governance and legal issues to community building and security.","{'class': 'positive', 'polarity': 0.2, 'subjectivity': 0.2}"
287,2023/12/13 13:20,Nym co-founder Harry Halpin and security and hardware consultant Chelsea Manning chat with The Agenda about privacy and the benefits of a decentralized VPN.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
288,2023/12/13 13:00,More than a third of survey respondents believed the blockchain gaming industry benefited most from traditional game studios adopting Web3 tech in 2023.,"{'class': 'positive', 'polarity': 0.12, 'subjectivity': 0.43}"
289,2023/12/13 12:51,"Su Zhu, apprehended in Singapore for non-cooperation with liquidation, expected to be released this month.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.4}"
290,2023/12/13 12:45,"Blockchain intelligence firm TRM Labs credits this decline to several critical factors, including enhanced security measures, law enforcement and industry coordination.","{'class': 'negative', 'polarity': -0.07, 'subjectivity': 0.4}"
291,2023/12/13 12:37,"Bitcoin (BTC) has fallen sharply in the past few days, dropping below $42,000 as investors begin to take profits. This pullback brings Bitcoin back to the same level it was","{'class': 'negative', 'polarity': -0.11, 'subjectivity': 0.25}"
292,2023/12/13 12:20,Three Arrows Capital co-founder Su Zhu has faced his first interrogation in a Singapore court and is reportedly set to be released soon.,"{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.33}"
293,2023/12/13 11:49,Nasdaq is set to leverage the technology it developed for its cryptocurrency venture to expand into emerging markets.,"{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.3}"
294,2023/12/13 11:47,Binance reaffirmed its position to dismiss the SEC lawsuit on Tuesday in response to a motion filed by the SEC last week.,"{'class': 'negative', 'polarity': -0.07, 'subjectivity': 0.42}"
295,2023/12/13 11:40,"'Open your wallets and be ready to buy exclusive data,' the hackers wrote.","{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.5}"
296,2023/12/13 11:36,"Latin Americaâs established market demand, policy support and widespread dollar usage make the region a natural fit for broader stablecoin adoption.","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.4}"
297,2023/12/13 10:42,"Mike Novogratz, a prominent investor in the cryptocurrency space and a long-time supporter of Joe Biden, is set to fundraise for Representative Dean Phillips, a Democratic primary challenger to the president.","{'class': 'positive', 'polarity': 0.45, 'subjectivity': 0.75}"
298,2023/12/13 10:41,"BTC proponents argued to Jimmy Wales that banks might work, but theyâre not available to everyone and that storing BTC personally and storing fiat via banks are two different things.","{'class': 'negative', 'polarity': -0.07, 'subjectivity': 0.43}"
299,2023/12/13 10:16,The OKX DEX suffered an exploit resulting in a loss of around $2.7 million worth in cryptocurrencies after a proxy admin upgraded a contract that allowed a hacker to compromise the private key.,"{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.49}"
300,2023/12/13 10:00,"M2âs Founder and M2âs CEO shared their insights on how to build a secure and regulated crypto investment platform, combining TradFi's best practices with crypto's innovative potential.","{'class': 'positive', 'polarity': 0.47, 'subjectivity': 0.72}"
301,2023/12/13 9:55,BTC price weakness clearly makes speculators nervous as single-day selling pressure hits its highest since after the Terra LUNA collapse.,"{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.38}"
302,2023/12/13 9:20,Dfinity founder and chief scientist Dominic Williams told Cointelegraph that blockchain networks can support the creation of trustless infrastructure that incentivizes climate positive action.,"{'class': 'positive', 'polarity': 0.16, 'subjectivity': 0.32}"
303,2023/12/13 9:14,"Howard Lutnick, the CEO of Cantor Fitzgerald says he is a fan of Bitcoin (BTC) citing the halving cycle and its decentralized nature as reasons behind the widespread popularity.","{'class': 'negative', 'polarity': -0.4, 'subjectivity': 0.7}"
304,2023/12/13 9:06,"In recent days, four prominent Bitcoin exchange-traded fund (ETF) issuers have engaged in meetings with the Securities and Exchange Commission (SEC).","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.62}"
305,2023/12/13 9:00,"In the ever-evolving realm of cryptocurrency, Bitcoin's price dynamics remain a focal point for investors and market analysts. Currently trading at $41,001, Bitcoin has seen a decrease of over 2% as of Wednesday, reflecting a phase of volatility, particularly as the market anticipates the upcoming Federal Open Market Committee (FOMC) meeting.","{'class': 'positive', 'polarity': 0.06, 'subjectivity': 0.41}"
306,2023/12/13 8:58,"AllUnity, a new joint venture by DWS, Galaxy and Flow Traders, plans to issue the euro stablecoin on all major public permissionless L1s and L2s, DeFi use cases.","{'class': 'positive', 'polarity': 0.07, 'subjectivity': 0.34}"
307,2023/12/13 8:47,"Former U.S. President Donald Trump unveils new âMugShotâ?edition NFT collection, recalling his previous arrest.","{'class': 'negative', 'polarity': -0.02, 'subjectivity': 0.16}"
308,2023/12/13 8:35,"Aptos released over $200 million worth APT tokens, constituting 8.9% of its circulating supply today.","{'class': 'positive', 'polarity': 0.45, 'subjectivity': 0.55}"
309,2023/12/13 8:33,"Line Next will use a part of the $140 million fund to introduce new Web3-focused services, which include a social app that uses AI-generated characters and Web3 games.","{'class': 'positive', 'polarity': 0.06, 'subjectivity': 0.17}"
310,2023/12/13 7:57,"The attack, however, was stopped before serious damage could occur. ","{'class': 'negative', 'polarity': -0.33, 'subjectivity': 0.67}"
311,2023/12/13 7:17,American credit ratings firm S&P Global Inc. said it has started assessing the ability of Tether (USDT) to maintain its peg to the U.S. dollar marking it at a âconstrainedâ?rating of 4.,"{'class': 'negative', 'polarity': -0.07, 'subjectivity': 0.13}"
312,2023/12/13 6:40,"IRS Criminal Investigation unveils top crypto-related fraud cases of 2023, highlighting key enforcement actions in digital asset space.","{'class': 'positive', 'polarity': 0.02, 'subjectivity': 0.51}"
313,2023/12/13 6:10,The United States has seized digital currency valued at approximately half a million dollars from an account registered to a Chinese individual who was implicated in a crypto-investment fraud scheme.,"{'class': 'negative', 'polarity': -0.11, 'subjectivity': 0.21}"
314,2023/12/13 5:36,"OKX DEX, a decentralized exchange and cross-chain bridge aggregator, has been exploited, with some wallets authorized to the platform losing around $400,000.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
315,2023/12/13 5:27,Cantor Fitzgerald has been managing Tetherâs now $90 billion Treasury portfolio since late 2021.,"{'class': 'negative', 'polarity': -0.3, 'subjectivity': 0.6}"
316,2023/12/13 5:10,"Key challenges in Bankman-Fried's defense exposed by David Mills, shedding light on missteps and personal ties in FTX fraud trial. ","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.67}"
317,2023/12/13 5:00,"More Russians are rejecting cash in favor of ânon-cashâ?payments, a study has found â?as crypto adoption increases and the nation prepares for a CBDC launch.","{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.5}"
318,2023/12/13 3:38,El Salvadorâs National Bitcoin Office says it's already received âmany dozens of applicationsâ?for the countryâs new Freedom visa.,"{'class': 'positive', 'polarity': 0.32, 'subjectivity': 0.48}"
319,2023/12/13 2:43,"High network congestion on Bitcoin has prompted the revival of an old, nearly forgotten scaling solution that makes BTC transactions fast, private, and cheap.\r\n\r\nAccording to data from mempool.space, the Liquid Network has experienced some of its highest transaction volumes in years over the...","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.53}"
320,2023/12/13 0:30,The Brazilian neobanking unicorn Nubank will begin allowing its customers to make crypto withdrawals from its platform â?following a deal that will let them trade USD Coin (USDC).,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.1}"
321,2023/12/13 0:10,BlackRock said the new ETF model offers 'superior resistanceâ?to market manipulation â?something the SEC has long used as a reason to reject spot Bitcoin ETFs.,"{'class': 'positive', 'polarity': 0.16, 'subjectivity': 0.47}"
322,2023/12/13 0:01,Web3 gaming has remained unfazed by the bear season. But how does the expected bull run impact interest in blockchain-based games?,"{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.4}"
323,2023/12/12 23:11,More than half of consumers in Latin America have already engaged in transactions involving cryptoassets.,"{'class': 'positive', 'polarity': 0.17, 'subjectivity': 0.33}"
324,2023/12/12 23:02,"In another crackdown against crypto criminals, the U.S. Department of Justice (DOJ) has charged two middle-aged men with stealing over $25 million from victims in a so-called âcryptocurrency Ponzi scheme.â\r\n\r\nCiting court documents, the DOJ accused David Gilbert Saffron of Australia and Vincent...","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
325,2023/12/12 21:47,"Bitcoin bulls expectations of $50,000 and higher remain feasible according to BTC futures and options markets.","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.5}"
326,2023/12/12 21:35,"Seamless Protocol, a prominent lending and borrowing platform on the layer-2 blockchain, boasts a TVL exceeding $10 million.\r\n","{'class': 'positive', 'polarity': 0.3, 'subjectivity': 0.55}"
327,2023/12/12 21:14,"The worldâs second-largest crypto protocol Ethereum network, is reported to consume 28 times less energy than the American Express business, according to a recent report from the University of Cambridge.","{'class': 'negative', 'polarity': -0.06, 'subjectivity': 0.11}"
328,2023/12/12 20:41,"Avalancheâs market cap has grown by 340% since October, and AVAX price has followed.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
329,2023/12/12 20:37,"As the US announces its latest core inflation rate data, investors and traders alike are keenly focused on its implications for the cryptocurrency market, particularly Bitcoin (BTC).\xa0\xa0The world's largest cryptocurrency, BTC, extended its upward trend and briefly surged to $42,069 in response to the November US CPI data release.","{'class': 'positive', 'polarity': 0.22, 'subjectivity': 0.52}"
330,2023/12/12 20:30,'Never surrender!' the former U.S. President wrote.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
331,2023/12/12 20:30,The KuCoin crypto exchange is set to shutter its operations in the 'Big Apple' following an agreement with the Supreme Court of the State of New York County.,"{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.22}"
332,2023/12/12 20:04,"BlackRockâs ETF, technological progress, and clearer regulations are all injecting confidence back into the crypto market, according to Jeremy Allaire.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
333,2023/12/12 19:52,"Disgraced Terraform Labsâ?co-founder, Do Kwon, will stay in Montenegrin custody through February 2024, according to a new report.","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.45}"
334,2023/12/12 19:38,"Representative Dean Phillips, a member of the United States House of Representatives running against Joe Biden for the Democratic nomination in the 2024 presidential election, recently criticized President Joe Biden and former President Donald Trump for their positions on crypto.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.12}"
335,2023/12/12 19:32,A coalition of web3 companies have established the âUniversal Privacy Allianceâ?with the aim of safeguarding digital privacy rights.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
336,2023/12/12 18:33,BNB Chain has unveiled the roadmap for the Greenfield decentralized storage network targeting web2 and web3 integrations and better innovation to drive blockchain adoption,"{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.5}"
337,2023/12/12 18:30,Defendants David Gilbert Saffron and Vincent Anthony Mazzotta Jr. allegedly solicited users' deposits for investment and used them for lavish personal expenditures.,"{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.2}"
338,2023/12/12 18:28,Vehemently anti-crypto US Senator Elizabeth Warren is still on the warpath with full intentions of quashing the embryonic asset class.\xa0,"{'class': 'positive', 'polarity': 0.35, 'subjectivity': 0.55}"
339,2023/12/12 17:59,"Japanese financial services firm SBI Holdings announced last Thursday that it has signed a memorandum of understanding (MOU) with oil giant Saudi Aramco for potential collaboration on digital asset investing.\r\n\r\nAccording to the document, SBIâs agreement with the state-owned oil giant would...","{'class': 'negative', 'polarity': -0.03, 'subjectivity': 0.43}"
340,2023/12/12 17:52,"A Stanford Law professor who worked on the landmark fraud trial of FTX founder Sam Bankman-Fried said he was the âworst personâ?he had ever seen do a cross-examination and called the odds of winning the case âalmost impossible,â?according to a new Bloomberg report.","{'class': 'negative', 'polarity': -0.26, 'subjectivity': 0.8}"
341,2023/12/12 17:30,Celestia will become an option for data availability within the Polygon CDK software.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
342,2023/12/12 17:00,Investment firm Skybridge Capital has reported an increase of 130% in its cryptocurrency investments courtesy of the recent surge in prices.,"{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.33}"
343,2023/12/12 17:00,"At the intersection of memes and finance, this project is crafting a new narrative for cryptocurrency, prioritizing community and creativity.","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.45}"
344,2023/12/12 16:45,"KuCoin will no longer serve the New York market, as part of its settlement deal with the NYAG.  ","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.45}"
345,2023/12/12 16:20,"Dubaiâs financial regulator, the Virtual Asset Regulatory Authority (VARA) has issued a conditional operating license to AYA Platform, a web3 launchpad subsidiary of Enjinstarter.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
346,2023/12/12 15:17,"Ethereum research and development firm =nil; Foundation today announced the launch of Type-1 zkEVM, designed to enhance security and scalability for Ethereum.","{'class': 'negative', 'polarity': -0.2, 'subjectivity': 0.4}"
347,2023/12/12 15:10,The decline in BTC supply on exchange is considered a bullish sign because it shows an increased desire by investors to continue holding their assets.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
348,2023/12/12 15:00,The Devonomics initiative from the Starknet Foundation aims to return a portion of network fees to incentivize developers.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
349,2023/12/12 15:00,A new Ethereum zero-knowledge proof compiler could address security concerns identified in different zkEVM solutions.,"{'class': 'positive', 'polarity': 0.07, 'subjectivity': 0.53}"
350,2023/12/12 14:55,Uncover what Midjourney is and learn the essentials of using this innovative AI tool to create stunning and unique art pieces.,"{'class': 'positive', 'polarity': 0.46, 'subjectivity': 1.0}"
351,2023/12/12 14:26,"Bitcoin is nowhere near done with its bull market, should a chart fractal from several years ago continue to play out.","{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.2}"
352,2023/12/12 14:14,Major Coinbase shareholders have sold over $14 million of stocks over the past 48 hours.,"{'class': 'negative', 'polarity': -0.09, 'subjectivity': 0.38}"
353,2023/12/12 14:01,"New studies have examined the water consumption of Bitcoin, with alarming results.","{'class': 'positive', 'polarity': 0.02, 'subjectivity': 0.53}"
354,2023/12/12 14:00,"Today in crypto: BNB Chain published the tech roadmap for its decentralized storage network BNB Greenfield, Neon EVM and Ledger Live integrated to enhance safety and user experience + more news!","{'class': 'positive', 'polarity': 0.38, 'subjectivity': 0.5}"
355,2023/12/12 13:40,BTC's price showed little-to-no volatility after the news went out. ,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
356,2023/12/12 13:20,"Avalanche's on-chain metrics provide compelling evidence, confirming AVAX's resilience amidst the broader market correction. ","{'class': 'positive', 'polarity': 0.3, 'subjectivity': 0.6}"
357,2023/12/12 13:01,"Aside from Wintermute, other leading liquidity providers, including Selini Capital and Black Code Group, also support WOO X.","{'class': 'negative', 'polarity': -0.15, 'subjectivity': 0.4}"
358,2023/12/12 13:00,"The supply of Ether has hit a new low since the historic Shanghai upgrade of the Ethereum network, witnessing a decline of more than 309,500 coins since September last year.","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.26}"
359,2023/12/12 12:48,The Chinese Ministry of Public Security plans to implement a blockchain-based identity verification system that it claims will help keep personal data and identity credentials safe.,"{'class': 'positive', 'polarity': 0.12, 'subjectivity': 0.22}"
360,2023/12/12 12:47,Oasys Director Daiki Moriyama told Cointelegraph that the move allows smaller game developers to have an easier time deploying their games on the network.,"{'class': 'negative', 'polarity': -0.2, 'subjectivity': 0.45}"
361,2023/12/12 12:33,"WAX co-founder William Quigley told Cointelegraph that despite the bear market, NFT technology remains promising.","{'class': 'positive', 'polarity': 0.2, 'subjectivity': 0.5}"
362,2023/12/12 12:09,The head of Sam Bankman-Friedâs legal defense admitted the odds of winning the FTX fraud trial were stacked against the former CEO.,"{'class': 'positive', 'polarity': 0.23, 'subjectivity': 0.32}"
363,2023/12/12 11:42,Senator Elizabeth Warren (D-Mass.) has announced an increase in support for the bipartisan Digital Asset Anti-Money Laundering Act.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
364,2023/12/12 11:40,One hundred digital collectibles will be available on December 15 and will offer fans the chance to secure FIFA World Cup 26 final tickets.,"{'class': 'positive', 'polarity': 0.2, 'subjectivity': 0.5}"
365,2023/12/12 11:36,"Coinbase's âsimple modeâ?lets users send USD Coin (USDC) on Base âfree, instantly, globally.â?,Coinbase Crypto Wallet Offers âSimple Modeâ?for Improved UX: CEO Armstrong,https://cryptonews.comhttps://cryptonews.com/news/coinbase-crypto-wallet-offers-simple-mode-for-improved-ux-ceo-armstrong.htm
2023-12-12 11:23:00,{'class': 'neutral'","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.54}"
366,2023/12/12 10:58,"Debtors of FTX have raised concerns over the Internal Revenue Service's (IRS) claim of $24 billion in taxes, warning that it could impede the return of customer funds.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
367,2023/12/12 10:30,The cryptocurrency market continues to experience rapid price surges and slight corrections in recent weeks setting the tone for more decentralized finance (DeFi) transactions as the market rebounds.,"{'class': 'positive', 'polarity': 0.11, 'subjectivity': 0.31}"
368,2023/12/12 9:52,"The cryptocurrency market has bounced back in the past 12 hours, with Bitcoin (BTC) regaining the $41,000 level. Cardano (ADA) has also ridden the bullish wave upwards, soaring 13% from","{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.12}"
369,2023/12/12 9:47,"Aside from AVAX, several other alts have jumped a lot in the past 24 hours, including BNB, ADA, and DOT.","{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.21}"
370,2023/12/12 9:12,"AYA is a climate-focused launchpad that supports innovations around sustainability â?such as reforestation, nature credits, mangrove conservation, and sustainable agriculture.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
371,2023/12/12 8:55,"Bitcoin preserves $40,000 as support and bounces higher as traders eye the impact of 'institutional sized' moves on BTC price.","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.5}"
372,2023/12/12 7:58,China has unveiled plans to use blockchain technology for the verification of real-name identities of its vast population of 1.4 billion people.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 1.0}"
373,2023/12/12 7:34,The latest spike in LItecoin's active addresses comes less than a month after they hit a six-month high.,"{'class': 'positive', 'polarity': 0.09, 'subjectivity': 0.53}"
374,2023/12/12 6:59,"If the IRS statement is approved, creditor recovery is practically impossible.\r\n","{'class': 'negative', 'polarity': -0.67, 'subjectivity': 1.0}"
375,2023/12/12 6:57,Crypto mining firms have seen double-digit drops after Bitcoin experienced its most significant decline in nearly four months.,"{'class': 'positive', 'polarity': 0.44, 'subjectivity': 0.67}"
376,2023/12/12 6:53,"In the dynamic world of cryptocurrency, Bitcoin (BTC) is experiencing subtle yet noticeable fluctuations, trading at $41,457 with over 0.50% rise as of Tuesday. Market sentiments are heavily influenced by key economic events and policy changes. As the Federal Open Market Committee (FOMC) meeting approaches...","{'class': 'negative', 'polarity': -0.06, 'subjectivity': 0.48}"
377,2023/12/12 6:44,"In the opening week of December, crypto exchange Bitget witnessed a significant surge in new user registrations, surpassing the entire count for December of the previous year by 20%.","{'class': 'positive', 'polarity': 0.09, 'subjectivity': 0.53}"
378,2023/12/12 6:04,"Bitcoin core developer Luke Dashjr said he played no part in flagging Bitcoin inscriptions as a cybersecurity threat with the NVD, as the listing received a â?.3 Mediumâ?severity score.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
379,2023/12/12 6:04,"El Salvador's highly anticipated Bitcoin bonds, also known as 'Volcano Bonds,' have received the regulatory approval for an early 2024 issuance.","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.42}"
380,2023/12/12 5:00,"The trial of a suspected crypto fraudster who allegedly duped victims by telling them they were investing in an art-themed altcoin and NFTs has begun at court in Gwangju, South Korea.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.1}"
381,2023/12/12 4:28,"Bitcoin's network performance and transaction fees may be impacted by the vulnerability, potentially limiting future Ordinals inscriptions. ","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.56}"
382,2023/12/12 3:53,"AVAX surged while other tokens plunged, with analysts pegging its outperformance on being relatively undervalued while forging new partnerships with JPMorgan and Citi.","{'class': 'positive', 'polarity': 0.0, 'subjectivity': 0.28}"
383,2023/12/12 2:40,"The Volcano Bond was approved by the country's Digital Assets Commission on Dec. 11, with issuance expected in Q1, 2024.","{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.2}"
384,2023/12/12 0:30,The Russian Central Bank is playing down talk of a 2024 rollout for its digital ruble â?insisting that the coin will not be ready for nationwide use before 2025.,"{'class': 'positive', 'polarity': 0.01, 'subjectivity': 0.21}"
385,2023/12/12 0:03,"Here is our weekly collection of digital asset listing and delisting, trading pair-related announcements by crypto exchanges that we found last week and today.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.03}"
